CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,CLV,CLV_Segment,Business_Action
14794,11,7,1319.91,5,5,4,554,OG-Champions,805.524999012053,Low Value,Nurture
14795,168,1,131.45000000000002,2,1,1,211,Lost Customers -_-,561.5563393268789,Low Value,Nurture
14796,24,17,8022.49,4,5,5,455,OG-Champions,2016.0115081495944,High Value,VIP Retention
14798,54,3,173.74,3,3,1,331,Loyal Customers ;),247.40661441524512,Low Value,Nurture
14799,53,1,157.7,3,1,1,311,Promising :),673.6967266021207,Low Value,Nurture
14800,31,12,4339.74,4,5,5,455,OG-Champions,1544.952775472568,Medium Value,Growth Opportunity
14801,92,1,193.14,2,1,1,211,Lost Customers -_-,825.0969294605809,Low Value,Nurture
14803,99,3,845.55,2,3,3,233,At Risk :(,1204.0673582295988,Medium Value,Growth Opportunity
14804,333,1,353.27,1,1,2,112,Lost Customers -_-,1509.174651913324,Medium Value,Growth Opportunity
14805,17,4,554.65,5,4,3,543,OG-Champions,592.3682457353619,Low Value,Nurture
14806,77,1,193.39,3,1,1,311,Promising :),826.1649331489165,Low Value,Nurture
14808,41,8,2741.17,4,5,5,455,OG-Champions,1463.7898351775011,Medium Value,Growth Opportunity
14810,42,11,2087.88,4,5,5,455,OG-Champions,810.8594693826229,Low Value,Nurture
14813,578,2,155.43,1,3,1,131,At Risk :(,331.9996265560166,Low Value,Nurture
14815,275,2,778.5,1,3,3,133,At Risk :(,1662.881742738589,High Value,Urgent Retention
14816,199,1,271.85,1,1,2,112,Lost Customers -_-,1161.3472106961735,Medium Value,Growth Opportunity
14817,161,2,1110.34,2,3,4,234,At Risk :(,2371.694430613185,High Value,Urgent Retention
14818,75,3,657.8,3,3,3,333,Loyal Customers ;),936.710434916244,Medium Value,Growth Opportunity
14819,184,2,272.07,2,3,2,232,At Risk :(,581.1435269709543,Low Value,Nurture
14820,23,4,507.29,4,4,3,443,OG-Champions,541.787591055786,Low Value,Nurture
14821,486,1,48.8,1,1,1,111,Lost Customers -_-,208.4743199631166,Low Value,Nurture
14823,5,3,321.43,5,3,2,532,Loyal Customers ;),457.717900722299,Low Value,Nurture
14824,12,4,1127.71,5,4,4,544,OG-Champions,1204.398439372983,Medium Value,Growth Opportunity
14825,17,12,2226.91,5,5,5,555,OG-Champions,792.7826978638388,Low Value,Nurture
14828,163,3,2139.76,2,3,5,235,At Risk :(,3047.028762870755,High Value,Urgent Retention
14829,61,4,697.55,3,4,3,343,Loyal Customers ;),744.9859727985246,Low Value,Nurture
14830,55,1,197.13,3,1,1,311,Promising :),842.1422683264177,Low Value,Nurture
14834,1,6,1720.3,5,5,4,554,OG-Champions,1224.8578300291992,Medium Value,Growth Opportunity
14836,12,3,102.45,5,3,1,531,Loyal Customers ;),145.88930382664822,Low Value,Nurture
14837,32,4,1649.5,4,4,4,444,OG-Champions,1761.6720839096358,High Value,VIP Retention
14840,269,1,62.85,1,1,1,111,Lost Customers -_-,268.4961272475795,Low Value,Nurture
14841,31,6,3295.76,4,5,5,455,OG-Champions,2346.5892239127097,High Value,VIP Retention
14842,45,4,2824.69,3,4,5,345,Loyal Customers ;),3016.779338404795,High Value,Upsell Opportunity
14844,7,4,3189.81,5,4,5,545,OG-Champions,3406.728845089903,High Value,VIP Retention
14847,150,1,309.4,2,1,2,212,Lost Customers -_-,1321.7613646841862,Medium Value,Growth Opportunity
14849,3,25,7930.54,5,5,5,555,OG-Champions,1355.1753552789305,Medium Value,Growth Opportunity
14850,343,1,325.75,1,1,2,112,Lost Customers -_-,1391.608805901337,Medium Value,Growth Opportunity
14851,25,2,511.35,4,3,3,433,Loyal Customers ;),1092.2473720608575,Medium Value,Growth Opportunity
14852,1,6,2836.69,5,5,5,555,OG-Champions,2019.7302551098817,High Value,VIP Retention
14853,6,2,475.8,5,3,2,532,Loyal Customers ;),1016.3123098201936,Medium Value,Growth Opportunity
14854,69,7,2759.83,3,5,5,355,Loyal Customers ;),1684.2906395310545,High Value,Upsell Opportunity
14855,3,2,645.65,5,3,3,533,Loyal Customers ;),1379.11316274781,Medium Value,Growth Opportunity
14856,58,3,1311.38,3,3,4,334,Loyal Customers ;),1867.411569079453,High Value,Upsell Opportunity
14857,31,2,1173.12,4,3,4,434,Loyal Customers ;),2505.792973720608,High Value,Upsell Opportunity
14859,14,4,1353.74,5,4,4,544,OG-Champions,1445.7993130474872,Medium Value,Growth Opportunity
14860,21,1,170.32,4,1,1,411,Potential Loyalists ^-^,727.6095527893037,Low Value,Nurture
14861,54,1,125.79,3,1,1,311,Promising :),537.3767358229599,Low Value,Nurture
14862,27,2,841.2,4,3,3,433,Loyal Customers ;),1796.8094052558783,High Value,Upsell Opportunity
14863,61,1,266.76,3,1,2,312,Promising :),1139.6026556016598,Medium Value,Growth Opportunity
14865,302,2,52.2,1,3,1,131,At Risk :(,111.49958506224068,Low Value,Nurture
14866,12,12,14389.9,5,5,5,555,OG-Champions,5122.822091593668,High Value,VIP Retention
14867,158,3,710.28,2,3,3,233,At Risk :(,1011.442213001383,Medium Value,Growth Opportunity
14868,23,8,2953.59,4,5,5,455,OG-Champions,1577.2225069156293,Medium Value,Growth Opportunity
14869,105,2,725.7,2,3,3,233,At Risk :(,1550.100553250346,Medium Value,Growth Opportunity
14870,263,1,327.25,1,1,2,112,Lost Customers -_-,1398.0168280313508,Medium Value,Growth Opportunity
14871,180,4,522.38,2,4,3,243,At Risk :(,557.9037667127709,Low Value,Nurture
14873,212,1,519.68,1,1,3,113,Lost Customers -_-,2220.0806270170583,High Value,Win Back Campaign
14875,109,2,1465.32,2,3,4,234,At Risk :(,3129.9343291839555,High Value,Urgent Retention
14878,5,9,1485.54,5,5,4,554,OG-Champions,705.1387551867219,Low Value,Nurture
14880,79,3,706.19,3,3,3,333,Loyal Customers ;),1005.6180328876594,Medium Value,Growth Opportunity
14881,21,1,255.4,4,1,2,412,Potential Loyalists ^-^,1091.0725680036885,Medium Value,Growth Opportunity
14882,28,2,589.7,4,3,3,433,Loyal Customers ;),1259.603550023052,Medium Value,Growth Opportunity
14883,6,6,761.59,5,5,3,553,OG-Champions,542.2539526663593,Low Value,Nurture
14885,133,1,765.3199999999999,2,1,3,213,Lost Customers -_-,3269.458331028123,High Value,Win Back Campaign
14886,341,1,364.8,1,1,2,112,Lost Customers -_-,1558.4309820193637,Medium Value,Growth Opportunity
14887,81,1,1862.0,3,1,4,314,Promising :),7954.491470723836,High Value,Growth Opportunity
14888,209,1,369.2,1,1,2,112,Lost Customers -_-,1577.2278469340708,Medium Value,Growth Opportunity
14889,163,1,135.9,2,1,1,211,Lost Customers -_-,580.5668049792531,Low Value,Nurture
14890,255,1,125.65,1,1,1,111,Lost Customers -_-,536.778653757492,Low Value,Nurture
14891,149,2,554.38,2,3,3,233,At Risk :(,1184.1597694790223,Medium Value,Growth Opportunity
14893,11,2,1237.85,5,3,4,534,Loyal Customers ;),2644.05673121254,High Value,Upsell Opportunity
14894,87,1,655.75,3,1,3,313,Promising :),2801.37367450438,High Value,Growth Opportunity
14895,42,20,11138.71,4,5,5,455,OG-Champions,2379.236672660212,High Value,VIP Retention
14896,206,2,468.77,1,3,2,132,At Risk :(,1001.2961779621944,Medium Value,Growth Opportunity
14897,2,4,1366.38,5,4,4,544,OG-Champions,1459.29887966805,Medium Value,Growth Opportunity
14898,25,6,1303.52,4,5,4,454,OG-Champions,928.1094452128476,Medium Value,Growth Opportunity
14901,2,9,1421.29,5,5,4,554,OG-Champions,674.6413165309154,Low Value,Nurture
14902,27,1,332.66,4,1,2,412,Potential Loyalists ^-^,1421.128427846934,Medium Value,Growth Opportunity
14903,23,5,2810.63,4,4,5,445,OG-Champions,2401.4105652374365,High Value,VIP Retention
14904,27,2,1025.44,4,3,4,434,Loyal Customers ;),2190.3474043337947,High Value,Upsell Opportunity
14905,218,2,616.15,1,3,3,133,At Risk :(,1316.100945136007,Medium Value,Growth Opportunity
14907,30,7,3501.1,4,5,5,455,OG-Champions,2136.678693275373,High Value,VIP Retention
14908,76,1,277.8,3,1,2,312,Promising :),1186.7656984785615,Medium Value,Growth Opportunity
14910,27,4,434.35,4,4,2,442,OG-Champions,463.88740202858463,Low Value,Nurture
14911,1,201,143825.06,5,5,5,555,OG-Champions,3056.8297423899403,High Value,VIP Retention
14912,18,2,867.85,5,3,3,533,Loyal Customers ;),1853.734001844168,High Value,Upsell Opportunity
14913,38,4,1227.43,4,4,4,444,OG-Champions,1310.899767173813,Medium Value,Growth Opportunity
14915,93,2,307.48,2,3,2,232,At Risk :(,656.7795481788843,Low Value,Nurture
14916,72,4,1268.98,3,4,4,344,Loyal Customers ;),1355.2753204241585,Medium Value,Growth Opportunity
14918,117,2,1610.15,2,3,4,234,At Risk :(,3439.292277547257,High Value,Urgent Retention
14920,36,2,977.77,4,3,4,434,Loyal Customers ;),2088.5239326878745,High Value,Upsell Opportunity
14921,91,2,1316.07,2,3,4,234,At Risk :(,2811.1352282157677,High Value,Urgent Retention
14923,52,1,749.1,3,1,3,313,Promising :),3200.166251728908,High Value,Growth Opportunity
14924,129,1,310.05,2,1,2,212,Lost Customers -_-,1324.5381742738589,Medium Value,Growth Opportunity
14929,152,1,223.88,2,1,1,211,Lost Customers -_-,956.418662978331,Medium Value,Growth Opportunity
14930,69,3,2372.86,3,3,5,335,Loyal Customers ;),3378.964309205471,High Value,Upsell Opportunity
14931,24,5,1257.68,4,4,4,444,OG-Champions,1074.5655029967727,Medium Value,Growth Opportunity
14932,455,1,363.53,1,1,2,112,Lost Customers -_-,1553.0055232826185,Medium Value,Growth Opportunity
14934,83,2,1890.94,3,3,4,334,Loyal Customers ;),4039.0617888427846,High Value,Upsell Opportunity
14935,299,1,1784.71,1,1,4,114,Lost Customers -_-,7624.30745043799,High Value,Win Back Campaign
14936,99,8,8137.02,2,5,5,255,At Risk :(,4345.183686030429,High Value,Urgent Retention
14937,58,3,1621.88,3,3,4,334,Loyal Customers ;),2309.565096050407,High Value,Upsell Opportunity
14944,61,12,5900.25,3,5,5,355,Loyal Customers ;),2100.496254034117,High Value,Upsell Opportunity
14946,16,1,100.9,5,1,1,511,Potential Loyalists ^-^,431.0462886122637,Low Value,Nurture
14947,74,2,290.82,3,3,2,332,Loyal Customers ;),621.1936652835408,Low Value,Nurture
14948,25,6,1101.97,4,5,4,454,OG-Champions,784.6053496234823,Low Value,Nurture
14950,21,1,371.2,4,1,2,412,Potential Loyalists ^-^,1585.771876440756,High Value,Growth Opportunity
14951,81,1,311.69,3,1,2,312,Promising :),1331.5442784693407,Medium Value,Growth Opportunity
14952,2,11,8099.49,5,5,5,555,OG-Champions,3145.558252231862,High Value,VIP Retention
14953,27,1,289.82,4,1,2,412,Potential Loyalists ^-^,1238.115315813739,Medium Value,Growth Opportunity
14954,14,1,336.17,5,1,2,512,Potential Loyalists ^-^,1436.1231996311665,Medium Value,Growth Opportunity
14957,254,1,58.49,1,1,1,111,Lost Customers -_-,249.870142923006,Low Value,Nurture
14958,129,3,499.68,2,3,3,233,At Risk :(,711.5467773167359,Low Value,Nurture
14959,111,4,695.42,2,4,3,243,At Risk :(,742.7111249423697,Low Value,Nurture
14960,173,2,221.27,2,3,1,231,At Risk :(,472.6343522360535,Low Value,Nurture
14961,12,9,7044.68,5,5,5,555,OG-Champions,3343.8863213974696,High Value,VIP Retention
14962,272,1,126.7,1,1,1,111,Lost Customers -_-,541.2642692485016,Low Value,Nurture
14963,11,5,1487.8,5,4,4,544,OG-Champions,1271.1807100046103,Medium Value,Growth Opportunity
14964,190,1,206.21,1,1,1,111,Lost Customers -_-,880.9321622867681,Low Value,Nurture
14965,246,2,599.0,1,3,3,133,At Risk :(,1279.468418626095,Medium Value,Growth Opportunity
14966,16,1,191.32,5,1,1,511,Potential Loyalists ^-^,817.3218626094974,Low Value,Nurture
14967,51,1,463.8,3,1,2,312,Promising :),1981.3604426002769,High Value,Growth Opportunity
14968,91,1,147.59,2,1,1,211,Lost Customers -_-,630.5066574458276,Low Value,Nurture
14970,139,4,1592.06,2,4,4,244,At Risk :(,1700.3259520516367,High Value,Urgent Retention
14971,45,3,1116.57,3,3,4,334,Loyal Customers ;),1590.001171046565,High Value,Upsell Opportunity
14972,278,1,114.77,1,1,1,111,Lost Customers -_-,490.2991332411249,Low Value,Nurture
14973,109,3,1314.45,2,3,4,234,At Risk :(,1871.78326417704,High Value,Urgent Retention
14974,303,1,114.39,1,1,1,111,Lost Customers -_-,488.6757676348548,Low Value,Nurture
14975,59,1,279.94,3,1,2,312,Promising :),1195.9078100507145,Medium Value,Growth Opportunity
14976,59,7,790.86,3,5,3,353,Loyal Customers ;),482.65222683264176,Low Value,Nurture
14978,74,5,1931.42,3,4,4,344,Loyal Customers ;),1650.210946980175,High Value,Upsell Opportunity
14981,160,1,102.12,2,1,1,211,Lost Customers -_-,436.25814661134166,Low Value,Nurture
14984,5,2,213.27,5,3,1,531,Loyal Customers ;),455.5462932226833,Low Value,Nurture
14985,200,2,296.75,1,3,2,132,At Risk :(,633.8601890272015,Low Value,Nurture
14987,17,2,326.4,5,3,2,532,Loyal Customers ;),697.1928077455048,Low Value,Nurture
14988,6,1,334.54,5,1,2,512,Potential Loyalists ^-^,1429.1598155832182,Medium Value,Growth Opportunity
14995,252,2,233.23,1,3,1,131,At Risk :(,498.181000461042,Low Value,Nurture
14997,2,3,546.2,5,3,3,533,Loyal Customers ;),777.7914860919011,Low Value,Nurture
14998,7,2,429.87,5,3,2,532,Loyal Customers ;),918.205491009682,Medium Value,Growth Opportunity
15000,49,1,490.52,3,1,3,313,Promising :),2095.5086768095894,High Value,Growth Opportunity
15002,117,4,1641.76,2,4,4,244,At Risk :(,1753.405735361918,High Value,Urgent Retention
15004,149,1,1246.32,2,1,4,214,Lost Customers -_-,5324.297427385892,High Value,Win Back Campaign
15005,17,28,6316.57,5,5,5,555,OG-Champions,963.7314368043204,Medium Value,Growth Opportunity
15006,53,1,502.09,3,1,3,313,Promising :),2144.935887505763,High Value,Growth Opportunity
15007,279,1,156.91,1,1,1,111,Lost Customers -_-,670.3218349469802,Low Value,Nurture
15009,14,3,1261.78,5,3,4,534,Loyal Customers ;),1796.7809251575225,High Value,Upsell Opportunity
15010,244,1,308.94,1,1,2,112,Lost Customers -_-,1319.7962378976486,Medium Value,Growth Opportunity
15012,55,2,423.04,3,3,2,332,Loyal Customers ;),903.6165606270172,Medium Value,Growth Opportunity
15014,44,2,260.17,4,3,2,432,Loyal Customers ;),555.7250391885661,Low Value,Nurture
15016,174,1,170.04,2,1,1,211,Lost Customers -_-,726.4133886583678,Low Value,Nurture
15017,183,1,125.58,2,1,1,211,Lost Customers -_-,536.4796127247579,Low Value,Nurture
15018,334,3,496.21,1,3,3,133,At Risk :(,706.6054802520363,Low Value,Nurture
15019,268,1,266.0,1,1,2,112,Lost Customers -_-,1136.3559243891193,Medium Value,Growth Opportunity
15021,28,9,1914.82,4,5,4,454,OG-Champions,908.9043655550432,Medium Value,Growth Opportunity
15022,13,4,905.04,5,4,3,543,OG-Champions,966.5860580912864,Medium Value,Growth Opportunity
15023,41,11,6802.76,4,5,5,455,OG-Champions,2641.953734858964,High Value,VIP Retention
15024,11,10,1661.33,5,5,4,554,OG-Champions,709.7226270170585,Low Value,Nurture
15025,183,1,377.01,2,1,2,212,Lost Customers -_-,1610.5922821576762,High Value,Win Back Campaign
15026,82,3,469.0,3,3,2,332,Loyal Customers ;),667.8583064392193,Low Value,Nurture
15027,91,4,1066.15,2,4,4,244,At Risk :(,1138.652132319041,Medium Value,Growth Opportunity
15028,44,4,627.13,4,4,3,443,OG-Champions,669.7771530659289,Low Value,Nurture
15030,73,2,518.28,3,3,3,333,Loyal Customers ;),1107.0499031811894,Medium Value,Growth Opportunity
15031,90,4,668.14,2,4,3,243,At Risk :(,713.5759843245735,Low Value,Nurture
15032,258,3,4959.1,1,3,5,135,At Risk :(,7061.782787767021,High Value,Urgent Retention
15033,27,10,2586.67,4,5,5,455,OG-Champions,1105.0292402028583,Medium Value,Growth Opportunity
15034,17,8,4308.61,5,5,5,555,OG-Champions,2300.805685799908,High Value,VIP Retention
15035,32,1,252.73,4,1,2,412,Potential Loyalists ^-^,1079.6662886122635,Medium Value,Growth Opportunity
15036,74,3,465.55,3,3,2,332,Loyal Customers ;),662.9454894728754,Low Value,Nurture
15038,1,6,705.49,5,5,3,553,OG-Champions,502.3106147226064,Low Value,Nurture
15039,11,47,19914.44,5,5,5,555,OG-Champions,1810.101733713938,High Value,VIP Retention
15041,172,1,180.35,2,1,1,211,Lost Customers -_-,770.4578607653297,Low Value,Nurture
15042,201,1,135.93,1,1,1,111,Lost Customers -_-,580.6949654218535,Low Value,Nurture
15043,122,1,537.0,2,1,3,213,Lost Customers -_-,2294.071922544952,High Value,Win Back Campaign
15044,7,17,7700.23,5,5,5,555,OG-Champions,1935.0291861253493,High Value,VIP Retention
15045,34,2,735.66,4,3,3,433,Loyal Customers ;),1571.3751867219917,Medium Value,Growth Opportunity
15046,11,15,5213.77,5,5,5,555,OG-Champions,1484.8868240356535,Medium Value,Growth Opportunity
15047,271,1,343.62,1,1,2,112,Lost Customers -_-,1467.9497095435684,Medium Value,Growth Opportunity
15048,118,4,384.05,2,4,2,242,At Risk :(,410.166816505302,Low Value,Nurture
15049,38,1,121.17000000000002,4,1,1,411,Potential Loyalists ^-^,517.6400276625174,Low Value,Nurture
15050,27,3,1782.09,4,3,4,434,Loyal Customers ;),2537.7049239280773,High Value,Upsell Opportunity
15051,4,3,1391.61,5,3,4,534,Loyal Customers ;),1981.6594836330105,High Value,Upsell Opportunity
15052,321,1,215.78,1,1,1,111,Lost Customers -_-,921.8153434762564,Medium Value,Growth Opportunity
15053,187,3,697.79,2,3,3,233,At Risk :(,993.6563915783004,Medium Value,Growth Opportunity
15054,14,2,302.1,5,3,2,532,Loyal Customers ;),645.2878284923928,Low Value,Nurture
15057,99,2,1489.5,2,3,4,234,At Risk :(,3181.582987551867,High Value,Urgent Retention
15058,27,11,2124.99,4,5,5,455,OG-Champions,825.2716937004902,Low Value,Nurture
15059,42,9,1337.72,4,5,4,454,OG-Champions,634.9732862046002,Low Value,Nurture
15060,11,4,303.09000000000003,5,4,2,542,OG-Champions,323.7012378976487,Low Value,Nurture
15061,6,48,54534.14,5,5,5,555,OG-Champions,4853.55522168434,High Value,VIP Retention
15062,73,4,987.86,3,4,4,344,Loyal Customers ;),1055.0381235592438,Medium Value,Growth Opportunity
15063,67,1,370.8,3,1,2,312,Promising :),1584.063070539419,High Value,Growth Opportunity
15065,166,4,3158.13,2,4,5,245,At Risk :(,3372.8944882434303,High Value,Urgent Retention
15066,55,1,893.59,3,1,3,313,Promising :),3817.429663439373,High Value,Growth Opportunity
15067,80,3,1744.76,3,3,4,334,Loyal Customers ;),2484.5468203473183,High Value,Upsell Opportunity
15068,48,2,553.36,3,3,3,333,Loyal Customers ;),1181.9810419548178,Medium Value,Growth Opportunity
15069,181,1,1109.53,2,1,4,214,Lost Customers -_-,4739.928529276164,High Value,Win Back Campaign
15070,667,1,106.2,1,1,1,111,Lost Customers -_-,453.6879668049793,Low Value,Nurture
15071,99,2,982.07,2,3,4,234,At Risk :(,2097.7087644075614,High Value,Urgent Retention
15073,11,3,1043.41,5,3,4,534,Loyal Customers ;),1485.820971261718,Medium Value,Growth Opportunity
15074,107,1,748.87,2,1,3,213,Lost Customers -_-,3199.183688335638,High Value,Win Back Campaign
15075,79,1,773.03,3,1,3,313,Promising :),3302.3955647763946,High Value,Growth Opportunity
15076,174,1,880.85,2,1,3,213,Lost Customers -_-,3763.004195481789,High Value,Win Back Campaign
15078,13,32,9743.11,5,5,5,555,OG-Champions,1300.7096769824805,Medium Value,Growth Opportunity
15079,36,4,895.61,4,4,3,443,OG-Champions,956.5147833102812,Medium Value,Growth Opportunity
15081,24,5,504.8,4,4,3,443,OG-Champions,431.3026094974643,Low Value,Nurture
15083,258,1,88.2,1,1,1,111,Lost Customers -_-,376.7917012448133,Low Value,Nurture
15087,283,1,306.94,1,1,2,112,Lost Customers -_-,1311.2522083909637,Medium Value,Growth Opportunity
15088,23,2,1160.07,4,3,4,434,Loyal Customers ;),2477.918077455048,High Value,Upsell Opportunity
15089,12,6,2420.84,5,5,5,555,OG-Champions,1723.6440325802982,High Value,VIP Retention
15090,253,1,381.32,1,1,2,112,Lost Customers -_-,1629.0046657445828,High Value,Win Back Campaign
15091,276,1,480.71,1,1,2,112,Lost Customers -_-,2053.600212079299,High Value,Win Back Campaign
15092,128,2,457.81,2,3,2,232,At Risk :(,977.8855371138774,Medium Value,Growth Opportunity
15093,20,6,4597.02,4,5,5,455,OG-Champions,3273.089543568465,High Value,VIP Retention
15095,105,4,1370.6,2,4,4,244,At Risk :(,1463.8058552328262,Medium Value,Growth Opportunity
15096,44,1,219.39,4,1,1,411,Potential Loyalists ^-^,937.2373167358228,Medium Value,Growth Opportunity
15097,213,1,248.08,1,1,1,111,Lost Customers -_-,1059.801420009221,Medium Value,Growth Opportunity
15098,66,3,39916.5,3,3,5,335,Loyal Customers ;),56841.29230059935,High Value,Upsell Opportunity
15099,86,1,410.48,3,1,2,312,Promising :),1753.5766159520515,High Value,Growth Opportunity
15100,71,3,876.0,3,3,3,333,Loyal Customers ;),1247.4283079760255,Medium Value,Growth Opportunity
15101,333,2,317.53000000000003,1,3,2,132,At Risk :(,678.2464223144307,Low Value,Nurture
15103,88,2,703.36,3,3,3,333,Loyal Customers ;),1502.3821484555094,Medium Value,Growth Opportunity
15104,198,2,1027.44,1,3,4,134,At Risk :(,2194.619419087137,High Value,Urgent Retention
15105,20,7,2298.93,4,5,5,455,OG-Champions,1403.0089824145423,Medium Value,Growth Opportunity
15106,6,5,1422.52,5,4,4,544,OG-Champions,1215.40528538497,Medium Value,Growth Opportunity
15107,40,6,319.5,4,5,2,452,OG-Champions,227.484785615491,Low Value,Nurture
15108,143,4,1300.25,2,4,4,244,At Risk :(,1388.671795758414,Medium Value,Growth Opportunity
15109,129,1,484.95,2,1,2,212,Lost Customers -_-,2071.713554633472,High Value,Win Back Campaign
15110,25,4,996.1,4,4,4,444,OG-Champions,1063.8384739511296,Medium Value,Growth Opportunity
15111,61,3,1567.48,3,3,4,334,Loyal Customers ;),2232.099228523129,High Value,Upsell Opportunity
15113,11,3,3609.33,5,3,5,535,Loyal Customers ;),5139.70366989396,High Value,Upsell Opportunity
15114,39,10,2760.56,4,5,5,455,OG-Champions,1179.315304748732,Medium Value,Growth Opportunity
15115,20,1,340.11,4,1,2,412,Potential Loyalists ^-^,1452.9549377593362,Medium Value,Growth Opportunity
15116,19,4,1352.75,5,4,4,544,OG-Champions,1444.741989396035,Medium Value,Growth Opportunity
15117,16,5,1551.78,5,4,4,544,OG-Champions,1325.8454107883815,Medium Value,Growth Opportunity
15118,136,1,244.8,2,1,1,211,Lost Customers -_-,1045.7892116182572,Medium Value,Growth Opportunity
15119,129,1,266.4,2,1,2,212,Lost Customers -_-,1138.0647302904565,Medium Value,Growth Opportunity
15120,135,1,358.82,2,1,2,212,Lost Customers -_-,1532.8843337943752,Medium Value,Growth Opportunity
15121,52,2,457.72,3,3,2,332,Loyal Customers ;),977.693296449977,Medium Value,Growth Opportunity
15122,116,3,1633.78,2,3,4,234,At Risk :(,2326.5107545719998,High Value,Urgent Retention
15123,208,2,2199.31,1,3,5,135,At Risk :(,4697.742383586906,High Value,Urgent Retention
15124,24,2,184.19,4,3,1,431,Loyal Customers ;),393.43119870908254,Low Value,Nurture
15125,27,15,11528.48,4,5,5,455,OG-Champions,3283.322442907638,High Value,VIP Retention
15127,215,1,406.53,1,1,2,112,Lost Customers -_-,1736.7021576763484,High Value,Win Back Campaign
15128,62,4,1471.0,3,4,4,344,Loyal Customers ;),1571.0334255417242,Medium Value,Growth Opportunity
15129,52,11,3447.4,3,5,5,355,Loyal Customers ;),1338.8494236975566,Medium Value,Growth Opportunity
15130,171,1,330.11,2,1,2,212,Lost Customers -_-,1410.2347902259105,Medium Value,Growth Opportunity
15132,20,5,977.93,4,4,4,444,OG-Champions,835.5462775472569,Low Value,Nurture
15133,39,3,982.42,4,3,4,434,Loyal Customers ;),1398.9709113262638,Medium Value,Growth Opportunity
15134,16,8,1387.99,5,5,4,554,OG-Champions,741.1892196864915,Low Value,Nurture
15135,240,1,139.05,1,1,1,111,Lost Customers -_-,594.0236514522823,Low Value,Nurture
15136,24,4,1286.7,4,4,4,444,OG-Champions,1374.2003457814662,Medium Value,Growth Opportunity
15139,163,2,178.95999999999998,2,3,1,231,At Risk :(,382.2598801290917,Low Value,Nurture
15140,54,7,2354.25,3,5,5,355,Loyal Customers ;),1436.7701047223868,Medium Value,Growth Opportunity
15142,48,1,498.74,3,1,3,313,Promising :),2130.6246380820653,High Value,Growth Opportunity
15143,227,1,259.45,1,1,2,112,Lost Customers -_-,1108.3742277547256,Medium Value,Growth Opportunity
15144,1,17,6580.44,5,5,5,555,OG-Champions,1653.631574322675,High Value,VIP Retention
15145,45,4,1194.73,3,4,4,344,Loyal Customers ;),1275.9760465652375,Medium Value,Growth Opportunity
15146,166,2,1327.16,2,3,4,234,At Risk :(,2834.823550023052,High Value,Urgent Retention
15147,242,1,623.5,1,1,3,113,Lost Customers -_-,2663.6011987090824,High Value,Win Back Campaign
15148,12,1,301.29,5,1,2,512,Potential Loyalists ^-^,1287.1153250345783,Medium Value,Growth Opportunity
15149,135,1,520.8,2,1,3,213,Lost Customers -_-,2224.865283540802,High Value,Win Back Campaign
15150,19,10,5314.47,5,5,5,555,OG-Champions,2270.349424619641,High Value,VIP Retention
15152,11,13,4745.69,5,5,5,555,OG-Champions,1559.512130368479,Medium Value,Growth Opportunity
15153,122,1,329.25,2,1,2,212,Lost Customers -_-,1406.560857538036,Medium Value,Growth Opportunity
15154,77,1,296.42,3,1,2,312,Promising :),1266.3106131858,Medium Value,Growth Opportunity
15156,120,3,961.49,2,3,4,234,At Risk :(,1369.1664883971107,Medium Value,Growth Opportunity
15157,126,3,1936.07,2,3,4,234,At Risk :(,2756.973201167973,High Value,Urgent Retention
15158,47,1,401.4,3,1,2,312,Promising :),1714.7867219917014,High Value,Growth Opportunity
15159,20,30,18641.01,4,5,5,455,OG-Champions,2654.4889912402027,High Value,VIP Retention
15160,359,1,158.16,1,1,1,111,Lost Customers -_-,675.6618533886583,Low Value,Nurture
15163,20,2,304.47,4,3,2,432,Loyal Customers ;),650.3501659751037,Low Value,Nurture
15164,210,3,843.05,1,3,3,133,At Risk :(,1200.5073459351468,Medium Value,Growth Opportunity
15165,698,1,487.75,1,1,2,112,Lost Customers -_-,2083.6751959428307,High Value,Win Back Campaign
15167,322,1,163.0,1,1,1,111,Lost Customers -_-,696.3384047948363,Low Value,Nurture
15168,27,1,106.56,4,1,1,411,Potential Loyalists ^-^,455.2258921161826,Low Value,Nurture
15171,10,1,1289.5,5,1,4,514,Potential Loyalists ^-^,5508.763024435223,High Value,Growth Opportunity
15172,72,5,1624.05,3,4,4,344,Loyal Customers ;),1387.593112033195,Medium Value,Growth Opportunity
15174,324,1,135.75,1,1,1,111,Lost Customers -_-,579.9260027662517,Low Value,Nurture
15175,73,1,224.14,3,1,1,311,Promising :),957.5293868142,Medium Value,Growth Opportunity
15178,262,1,40.5,1,1,1,111,Lost Customers -_-,173.01659751037343,Low Value,Nurture
15179,20,5,2206.95,4,4,5,445,OG-Champions,1885.6245919778696,High Value,VIP Retention
15180,517,1,87.5,1,1,1,111,Lost Customers -_-,373.8012909174735,Low Value,Nurture
15181,177,3,689.48,2,3,3,233,At Risk :(,981.8229107115416,Medium Value,Growth Opportunity
15182,126,2,622.85,2,3,3,233,At Risk :(,1330.4121945597049,Medium Value,Growth Opportunity
